Date,Client,Product,Quantity,Price
21/07/2020,00001 CLIENTE CONTADO,"['LAS TIAS Tequeños Mini Queso 25 UNID ', 'LAS TIAS Tequeños Mini Queso 25 UNID ', 'COCONUT SECRET Flour 454g ', 'KERRYGOLD Pure Irish Butter 8oz 227g ', 'EL ENACANTO Hamburgues de Cerdo ', 'ARTE CARNE Cazon Mechado 450g ', 'VEGA SOTUELAMOS Q. Oveja Trufado ', 'MCCAIN Batatas ', 'ECO PAN BATATA  Varios ', 'HACHE Bistro Papas Fritas 600g ', 'DANAIK Varios ', 'TALENTI Salted caramel truffle 11,4oz ', 'TALENTI Alphonso mano 473ml ', 'BEN Y JERRYS Vanilla 473ml ', 'BEN Y JERRYS Vanilla 473ml ', 'TALENTI Alphonso mano 473ml ', 'LES AMIS DE salsa de paris 16oz ', 'NATURINAS harina de almendras ', 'NATURINAS Harina de mani 300g ', 'CHOC ZERO Maple Syrup 12oz 340g ', 'CHOC ZERO Chocoltate Syrup 12oz 340g ', 'EL ENCANTO tequeño nutella ', 'PLUMROSE X KILO Lomo de Cerdo Retail ']","[1, 1, 1, 6, 3, 1, 2, 1, 2, 2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0.44]","[1901200.0, 1901200.0, 3167850.0, 1266650.0, 2111900.0, 1477350.0, 2325050.0, 3799950.0, 735000.0, 1477350.0, 1477350.0, 2111900.0, 2111900.0, 2744000.0, 2744000.0, 2111900.0, 2954700.0, 1266650.0, 842800.0, 2744000.0, 2744000.0, 1898750.0, 1901200.0]"
21/07/2020,00007 LE MARCHE 149,"['LA PASTOREÑA Leche Completa 500ml ', 'KRAFT Singles American 24  Slices ']","[6, 1]","[149450.0, 1477350.0]"
21/07/2020,00001 CLIENTE CONTADO,"['NATURINAS QUINOA ', 'ECO PAN BATATA  Varios ']","[1, 1]","[632100.0, 735000.0]"
21/07/2020,00001 CLIENTE CONTADO,"['BLUE diamons Almond Breeze choco 946ml ', 'TRIDENT The Ultimate Fish Stick 64oz 4LB ', 'MARKET PANTRY Italian Seasoning 21g ', 'TALENTI Cold Brew Coffee 473ml ', 'TALENTI Belgian Chocolate 473ml ', 'FINCA cibaulette 20g ', 'FINCA cibaulette 20g ', 'PHILADELPHIA Original BARRA 8oz ', 'EL ENCANTO Hamb RES RELLENA ', 'SALAR Salmon chile X KILO ', 'MEGA FISH churrasco de curvina X KILO ', 'LA MILANESA Milanesa Pollo 200g ', 'PATTY COCINA Especies Varios 2.9oz ']","[2, 1, 1, 1, 1, 1, 1, 1, 1, 0.454, 0.543, 2, 1]","[1055950.0, 7814520.0, 632100.0, 2111900.0, 2111900.0, 190000.0, 190000.0, 1055950.0, 2111900.0, 6125000.0, 4434500.0, 1266650.0, 2533300.0]"
21/07/2020,00001 CLIENTE CONTADO,['HIKARI premium crab stick 30pcs '],[1],[2111900.0]
21/07/2020,00001 CLIENTE CONTADO,"['TRADER JOES Chile Lime 2.9 oz ', 'BELGIOIOSO Provolone 907g ', 'GATTO GRILL Empanadas Varias 100 ']","[2, 2, 2]","[1055950.0, 2111900.0, 1901200.0]"
21/07/2020,00001 CLIENTE CONTADO,"['MEGA FISH camarones pelados X KILO ', 'PLUMROSE X KILO Lomo de Cerdo Retail ', 'GATTO GRILL Empanadas Varias 100 ', 'VIAGGIO expresso INTENSO 55G ']","[0.505, 0.482, 1, 1]","[3711750.0, 1901200.0, 1901200.0, 1266650.0]"
21/07/2020,00001 CLIENTE CONTADO,"['KINDER JOY Treat + Toy ', 'MUNCHIES FIT Tortas Varias ', 'MUNCHIES FIT GALLETAS/ALFAJORES ', 'MINALBA agua 600 ml ', 'PLUMROSE Tocineta Rebanada X KILO ']","[3, 2, 1, 1, 0.951]","[634550.0, 1688050.0, 1055950.0, 68340.07, 3167850.0]"
21/07/2020,00001 CLIENTE CONTADO,"['CRYSTAL LIGHT Blueberry Rasberry 1,62oz ', 'CRYSTAL LIGHT Srawberry pineapple 1,62o ']","[1, 1]","[1266650.0, 1266650.0]"
21/07/2020,00001 JOSE ORELLANA,['TALENTI caramel cookie crunh '],[1],[2111900.0]
21/07/2020,00001 CLIENTE CONTADO,"['NATURES CHARM Coconut Milk 11.25oz 320g ', 'NATURES CHARM coco milk evaporated360ml ', 'NATURES CHARM coconut milk 400ml ', 'BOBS KOMBUCHA Sabor Varios 485ml ', 'BEN Y JERRYS Strawberry cheesecake 4oz ', 'GOOD HUMOR Giant vainilla ', 'KUMATA VEGANAS Salchicha/Chorizo/Hamb ']","[1, 1, 1, 1, 1, 1, 2]","[1688050.0, 1269100.0, 1055950.0, 842800.0, 634550.0, 634550.0, 1266650.0]"
21/07/2020,00001 CLIENTE CONTADO,"['GATTO GRILL Empanadas Varias 100 ', 'VEGGIECRAFT pasta penne cauliflawer 227g ', 'LA GUANOTA Ricotta 500g ', 'PIKA Dips Varios ']","[1, 1, 1, 1]","[1901200.0, 1690500.0, 632100.0, 1266650.0]"
21/07/2020,00001 CLIENTE CONTADO,"['Natu Chips Platanitos 150g ', 'DANAIK Varios ']","[1, 1]","[280409.37, 1477350.0]"
21/07/2020,00001 CLIENTE CONTADO,"['VGAN FRUIT Choco Bitter 500ml ', 'MUNCHIES FIT Cookie Brownie ', 'MUNCHIES FIT GALLETAS/ALFAJORES ', 'MUNCHIES FIT Tortas Varias ']","[1, 1, 2, 1]","[1477350.0, 1266650.0, 1055950.0, 1688050.0]"
21/07/2020,00001 CLIENTE CONTADO,"['BBF Organic Coconut Palm sugar 680g ', 'VIAGGIO expresso INTENSO 55G ', 'VIAGGIO expresso BRASIL 55G ', 'PELAOS VARIOS 250g ']","[1, 1, 1, 1]","[2533300.0, 1266650.0, 1266650.0, 2533300.0]"
21/07/2020,00001 CLIENTE CONTADO,"['CRYSTAL LIGHT Blueberry Rasberry 1,62oz ', 'SNAPPLE Diet Peach Tea 1.89L ', 'VIOLIFE cheddar Shereds just like 227g ', 'POLAR Harina Maiz Blanco P.A.N. 1k ', 'QUEVOS quevos rancheros 30G ', 'GREAT VALUE sweer tea 25g ', 'REAL FOOD  crackers cheddar  113g ', 'CRYSTAL LIGHT Rasberry Ice Tea 1.6oz 45g ', 'BASED RAW Galletas Almendras ', 'SALAR Salmon chile X KILO ', 'WONDERFUL Pistacho Roasted Salted 1.5oz ']","[1, 1, 2, 2, 1, 1, 1, 1, 1, 0.47, 1]","[1266650.0, 1477350.0, 3799950.0, 213181.45, 1055950.0, 842800.0, 1688050.0, 1477350.0, 1266650.0, 6125000.0, 421400.0]"
21/07/2020,00001 CLIENTE CONTADO,"['QUEVOS quevos rancheros 30G ', 'HEINZ No Sugar Added Tomato 13oz 369g ', 'THE REAL Coconut Tortilla C Pink 5.5oz ', 'CRYSTAL LIGHT Rasberry Ice Tea 1.6oz 45g ', 'NUTI LIGHT Hazelnut DARK Choco 312g ', 'MUNCHIES FIT Tortas Varias ', 'POLAR Mavesa Mayonesa 445g ', 'MINALBA agua 5 litros ', 'MUNCHIES FIT GALLETAS/ALFAJORES ', 'CACAO 3 Brownie REESES / NUECES ', 'Minalba Sarkling Limon 500 CM3 ']","[3, 1, 1, 1, 1, 3, 1, 2, 1, 1, 8]","[1055950.0, 1478330.0, 2954700.0, 1477350.0, 2111900.0, 1688050.0, 483664.61, 372688.67, 1055950.0, 717850.0, 111170.84]"
21/07/2020,00001 CLIENTE CONTADO,"['KALAN COCONUT ', 'KALAN CAPUCCINO ', 'KALAN CHOCOLATE ', 'KALAN TARO ']","[1, 1, 1, 1]","[1055950.0, 1055950.0, 1055950.0, 1055950.0]"
21/07/2020,00001 CLIENTE CONTADO,"['GOYA MARIA COOKIES sugar free 200g ', 'SWERVE brown Sugar Replancemernt 340g ', 'GULLON sugar free MARIA BISCUITS ', 'ST MORITZ Choco Leche Sin Azucar 100g ']","[3, 1, 1, 1]","[1688050.0, 3170300.0, 1688050.0, 632100.0]"
21/07/2020,00001 CLIENTE CONTADO,"['TALENTI Cold Brew Coffee 473ml ', 'TALENTI Southern butter pecan ', 'DODONI Crumbled Feta Cheese 142g ', 'DODONI Crumbled Feta Cheese 142g ']","[1, 1, 1, 1]","[2111900.0, 2111900.0, 1055950.0, 1055950.0]"
21/07/2020,00001 CLIENTE CONTADO,"['CLOVIS FARMS Super Smoothie 3LB 1.36k ', 'JOI Almond 15oz ', 'API ANGOSTURA Miel de Abeja 350g ', 'NATURINAS Mezcla Dorada 100g ']","[1, 2, 1, 1]","[6757100.0, 6125000.0, 1055950.0, 1055950.0]"
21/07/2020,00001 CLIENTE CONTADO,"['POP YOUR FITNESS mousse ', 'PEPSI Light 355ml LATA ']","[1, 1]","[1266650.0, 143534.48]"
21/07/2020,00001 CLIENTE CONTADO,"['EL ENCANTO Hamb MINIS 10 unid ', 'MUNCHIES FIT Cookie Brownie ', 'MILKA caramel 20g ', 'COCA COLA Sabor Ligerto LATA 355ml ']","[1, 1, 1, 1]","[2111900.0, 1266650.0, 632100.0, 143856.9]"
21/07/2020,00013 MERMA,['CARACAS bagls VARIOS 6unid '],[5],[1477350.0]
21/07/2020,00001 CLIENTE CONTADO,"['QUAKER avena en hojuelas 400g ', 'LA LUCHA avena en hojuelas 400g ', 'LAKANTO Blueberry Muffin Mix 192g ', 'OREO Mini 42g ']","[1, 1, 1, 1]","[330195.54, 298032.17, 5066600.0, 632100.0]"
21/07/2020,00001 CLIENTE CONTADO,"['ST MORITZ Choco Leche Sin Azucar 100g ', 'BLUE diamons Almond Breeze choco 946ml ']","[1, 2]","[632100.0, 1055950.0]"
21/07/2020,00001 CLIENTE CONTADO,['KALAN COCONUT '],[1],[1055950.0]
21/07/2020,00001 CLIENTE CONTADO,['NESCAFE Taster Choice house blend 198g '],[1],[3589250.0]
21/07/2020,00001 CLIENTE CONTADO,"['TALENTI Vanilla Fudge Cookie 10.7oz 303. ', 'TALENTI Vanilla Fudge Cookie 10.7oz 303. ', 'ELIGE SALUDABLE EMPANADA ', 'ELIGE SALUDABLE Marquesa Choco Choco ', 'ELIGE SALUDABLE nutri pollo ', 'ELIGE SALUDABLE NutriWaffles Proteicos ', 'DUTCH mini panquecas congeladas ', 'DUTCH mini panquecas rellenas nutella ', 'GULLON Sandwich Crema de choco 44g ']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[2111900.0, 2111900.0, 2111900.0, 1266650.0, 1477350.0, 1688050.0, 845250.0, 1269100.0, 149450.0]"
21/07/2020,00001 CLIENTE CONTADO,"['NUCO Organic Coconut Wraps 5 unid 2.47oz ', 'SCHWEPPES Club Soda 355ml ', 'ROS KETO Seeds Bread ']","[1, 1, 1]","[1477350.0, 149000.0, 4645200.0]"
21/07/2020,00001 CLIENTE CONTADO,"['GREENWISE Brown Rice Crackers 99g ', 'TALENTI caramel cookie crunh ', 'CRYSTAL LIGHT Rasberry Ice Tea 1.6oz 45g ', 'POLAR Mavesa Mayonesa 445g ', 'BEN Y JERRYS cookie dough 4oz ', 'BEN Y JERRYS Chocolate fudge brownie 4oz ', 'BEN Y JERRYS Strawberry cheesecake 4oz ', 'ECO PAN BATATA  Varios ']","[1, 1, 1, 1, 1, 2, 2, 1]","[1477350.0, 2111900.0, 1477350.0, 483664.61, 634550.0, 656600.0, 634550.0, 735000.0]"
21/07/2020,00001 CLIENTE CONTADO,"['ANANKE Caprigurt Yogurt Miel 430g ', 'BOBS KOMBUCHA Sabor Varios 485ml ', 'ANANKE Queso cabra Extra Cremoso 225g ', 'POP YOUR FITNESS mousse ', 'KANIU yogurt de ccoco VEGANO 200g ', 'Minalba Sarkling Limon 500 CM3 ', 'ROS KETO Seeds Bread ']","[1, 1, 1, 2, 1, 2, 1]","[1898750.0, 842800.0, 1266650.0, 1266650.0, 632100.0, 111170.84, 4645200.0]"
21/07/2020,00001 CLIENTE CONTADO,"['FINCA ensalada americana 230G ', 'KALAN COCONUT ']","[1, 1]","[370000.0, 1055950.0]"
21/07/2020,00001 CLIENTE CONTADO,"['VIAGGIO expresso EXPRESSO 55G ', 'VIAGGIO expresso INTENSO 55G ', 'VIAGGIO expresso RISTRETTO 55G ', 'CACAO 3 Brownie ']","[1, 1, 1, 1]","[1266650.0, 1266650.0, 1266650.0, 632100.0]"
21/07/2020,00001 CLIENTE CONTADO,"['FINCA ensalada americana 230G ', 'ECO PAN BATATA  Varios ']","[1, 1]","[370000.0, 735000.0]"
21/07/2020,00001 CLIENTE CONTADO,['DANAIK Varios '],[1],[1477350.0]
21/07/2020,00001 CLIENTE CONTADO,['DANAIK Varios '],[1],[1537650.0]
21/07/2020,00001 CLIENTE CONTADO,['NARU mani salado 95g '],[1],[657900.0]
21/07/2020,00004 LUIS FELIPE BLANCO,"['YUKERY Naranja 1.5 litros ', 'Coca Cola 2L Sin Calorías ', 'MEGA FISH churrasco de curvina X KILO ', 'MEGA FISH camarones pelados X KILO ', 'DORITOS Mega Queso 420g ', 'ROULLE Mini Cinnamon Rolls 12Unid ', 'TYSON Crispy Chicken Strips 48oz 3L 1.36 ', 'LIFE SAVERS Gummies Wild Berries 198g ']","[1, 1, 0.509, 0.507, 1, 1, 1, 1]","[520653.2, 329285.71, 4615500.0, 3863250.0, 519700.0, 1318350.0, 7032900.0, 1318350.0]"
21/07/2020,00001 CLIENTE CONTADO,"['ISELITAS Yuca Chips Natural 400g ', 'HEINZ No Sugar Added Tomato 13oz 369g ', 'VGAN FRUIT Passion Fruit 500ml ', 'MCCAIN Batatas ', 'ALTAGUA Carne de Coco ']","[1, 1, 1, 1, 3]","[1758480.0, 1538670.0, 1537650.0, 3955050.0, 877200.0]"
21/07/2020,00001 CLIENTE CONTADO,"['GREAT VALUE all purpose flour 624g ', 'GREENWISE Rice crackers Multi-seed 99g ', 'CRAIZE BOLSA Platain 4oz 113g ', 'CRAIZE BOLSA Seeded 4oz 113g ', 'BEN Y JERRYS cookie dough 4oz ', 'KIWIS X KILO ', 'KANIU yogurt de ccoco VEGANO 200g ', 'MUNCHIES FIT GALLETAS/ALFAJORES ']","[1, 1, 1, 1, 1, 0.072, 2, 1]","[1537650.0, 1537650.0, 1318350.0, 1318350.0, 660450.0, 1759500.0, 657900.0, 1099050.0]"
21/07/2020,00001 CLIENTE CONTADO,"['TALENTI caramel cookie crunh ', 'BEN Y JERRYS The Tonight Dough 473ml ']","[1, 1]","[2198100.0, 2856000.0]"
21/07/2020,00001 CLIENTE CONTADO,['TUNATUN  atun solido 140g '],[1],[290700.0]
21/07/2020,00001 CLIENTE CONTADO,['YOY FOODS Xilitol 200g '],[2],[1099050.0]
21/07/2020,00001 CLIENTE CONTADO,['KIKKOMAN Soy Sauce 5 oz 148 ml '],[2],[1537650.0]
21/07/2020,00001 CLIENTE CONTADO,"['SUN CHIPS original 42.5g ', 'SUN CHIPS harvest cheeddar 42.5G ', 'CRAIZE BOLSA Roasted Corn 4oz 113g ', 'TALENTI caramel cookie crunh ', 'HEINZ No Sugar Added Tomato 13oz 369g ', 'TONNINO Filetes de Atun OREGANO 140g ', 'TONNINO Filetes de Atun OREGANO 140g ', 'TONNINO Filetes de Atun OREGANO 140g ', 'TONNINO Filetes de Atun OREGANO 140g ', 'PUIG Soda 240g ', 'KALAN TARO ', 'GATORADE Mandarina 500ml ', 'GATORADE Tropical 500ml ', 'GATORADE Mandarina 500ml ', 'LIPTON Te Limon 1.5L ', 'GATORADE Mandarina 500ml ', 'LA REAL WRAPS Original 15oz 425.24g ', 'KRAFT Singles American 24  Slices ', 'BIMBO Pan Artesano 500g ', 'TYSON Crispy Chicken Strips 48oz 3L 1.36 ', 'TRADER JOES  sweet potato gnocchi 400g ', 'KANIU yogurt de ccoco VEGANO 200g ', 'DANAIK Varios ']","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[441150.0, 441150.0, 1318350.0, 2198100.0, 1538670.0, 1759500.0, 1759500.0, 1759500.0, 1759500.0, 221674.87, 1099050.0, 185691.9, 185691.9, 185691.9, 450487.69, 185691.9, 1320900.0, 1537650.0, 570200.0, 7032900.0, 1537650.0, 657900.0, 1537650.0]"
21/07/2020,00001 CLIENTE CONTADO,"['TALENTI Alphonso mano 473ml ', 'TALENTI Cold Brew Coffee 473ml ', 'TALENTI Belgian Chocolate 473ml ']","[1, 1, 1]","[2198100.0, 2198100.0, 2198100.0]"
21/07/2020,00001 CLIENTE CONTADO,"['EXPLORE CUISINE Edamame mung bean ', 'ARTE CARNE Carpaccio Carne 5 unid ', 'KALAN COCONUT ', 'MAPLE GROVE FARMS Maple flavor 355ml ']","[1, 1, 1, 1]","[2198100.0, 3955050.0, 1099050.0, 1320900.0]"
21/07/2020,00001 CLIENTE CONTADO,['POP YOUR FITNESS mousse '],[1],[1318350.0]
21/07/2020,00001 CLIENTE CONTADO,"['TUONG OT SRIRACHA ketchup 567G ', 'DELIAS BAKERY Pan Sandwich ', 'MI BELA DULCERIA Torta Redonda PEQ. ', 'HIYASHI WAKAME 1 KG ', 'MUNCHIES FIT Tortas Varias ', 'LUNARIA Boquerones en Vinagre 350g ', 'BEN Y JERRYS Chocolate fudge brownie 4oz ']","[1, 1, 1, 2, 1, 1, 2]","[1537650.0, 637500.0, 3075300.0, 4396200.0, 1756950.0, 1756950.0, 683400.0]"
21/07/2020,00001 CLIENTE CONTADO,"['KLONDIKE Oreo 4.5oz ', 'CACAO3 Masa galletas Chispas Choco 330g ', 'HEBREW NATIONAL beff franks ', 'ANANKE Queso de Cabra FRESCO X KILO ']","[1, 1, 1, 0.533]","[657900.0, 1759500.0, 1540200.0, 6375000.0]"
21/07/2020,00001 CLIENTE CONTADO,"['MUNCHIES FIT GALLETAS/ALFAJORES ', 'MUNCHIES FIT Tortas Varias ', 'OKARA Keso Parmesano merey 100g ']","[3, 1, 1]","[1099050.0, 1756950.0, 1099050.0]"
21/07/2020,00001 CLIENTE CONTADO,"['MUNCHIES FIT GALLETAS/ALFAJORES ', 'KALAN NUT ', 'KALAN CAPUCCINO ']","[2, 1, 1]","[1099050.0, 1099050.0, 1099050.0]"
21/07/2020,00001 CLIENTE CONTADO,"['ARTE CARNE pollo mechado 500 ', 'NUTI LIGHT Hazelnut Milk Choco 312g ', 'GATORADE ZERO gracier cherry 355ml ', 'GATORADE zero sugar BERRY 355ML ', 'GATORADE ZERO gracier cherry 355ml ']","[1, 1, 1, 1, 1]","[1756950.0, 2198100.0, 438600.0, 331500.0, 438600.0]"
21/07/2020,00001 CLIENTE CONTADO,"['KALAN COCONUT ', 'ECO PAN BATATA  Varios ']","[1, 1]","[1099050.0, 765000.0]"
21/07/2020,00001 CLIENTE CONTADO,"['BEN  Y JERRYS Chunky Monkey 473ml ', 'TALENTI Southern butter pecan ']","[1, 1]","[2856000.0, 2198100.0]"
21/07/2020,00001 CLIENTE CONTADO,"['BELGIOIOSO Provolone 907g ', 'MUNCHIES FIT Cookie Brownie ', 'HEALTHY CULINARIA pan blanco cuadrado ', 'MUNCHIES FIT Tortas Varias ', 'POP YOUR FITNESS mousse ']","[1, 1, 1, 2, 5]","[2198100.0, 1318350.0, 3957600.0, 1756950.0, 1318350.0]"
21/07/2020,00001 CLIENTE CONTADO,"['WONDERFUL Pistacho Roasted Salted 1.5oz ', 'MUNCHIES FIT GALLETAS/ALFAJORES ', 'MUNCHIES FIT Cookie Brownie ', 'KLONDIKE Oreo 4.5oz ']","[6, 6, 2, 1]","[438600.0, 1099050.0, 1318350.0, 657900.0]"
21/07/2020,00001 CLIENTE CONTADO,"['BEN Y JERRYS Pint Slice Choco Chip 3 oz ', 'OKARA Keso tipo paisa Almendra-merey 400 ', 'LA TOURANGELLE Almond oil 500ml ', 'BASED RAW Mantequilla Ghee ']","[1, 1, 1, 1]","[660450.0, 2417400.0, 4615500.0, 2856000.0]"
21/07/2020,00001 CLIENTE CONTADO,"['KALAN BERRY MIX FRUTOS ROJOS ', 'BASED RAW Mantequilla Ghee ', 'BERRY TASTY Acai ']","[1, 1, 1]","[1099050.0, 2856000.0, 2636700.0]"
21/07/2020,00001 CLIENTE CONTADO,"['POPCHIPS cheddar and sour cream 23g ', 'DANAIK Varios ', 'OKARA Keso Parmesano merey 100g ']","[1, 1, 1]","[441150.0, 1537650.0, 1099050.0]"
21/07/2020,00001 CLIENTE CONTADO,"['MILTONS Cualifower crust pizza 2pack ', 'PREMIUM guacamole ORIGINAL 397G ', 'TALENTI Southern butter pecan ', 'TALENTI Southern butter pecan ', 'FINCA Yerbabuena 25G ', 'FINCA menta 25g ', 'LA GUANOTA Ricotta 500g ', 'KALAN TARO ', 'THE HEALTHY MOVE Tequeños de Platano 12 ', 'PUIG Delicias Maria 34g ']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[7915200.0, 1976250.0, 2198100.0, 2198100.0, 190000.0, 109857.14, 657900.0, 1099050.0, 3297150.0, 114285.71]"
21/07/2020,00001 CLIENTE CONTADO,"['VGAN FRUIT coco crunch 500ml ', 'KALAN CHOCOLATE ', 'KALAN COCONUT ', 'MUNCHIES FIT Tortas Varias ', 'THE HEALTHY MOVE tequeños avena ']","[1, 1, 1, 2, 1]","[1537650.0, 1099050.0, 1099050.0, 1756950.0, 3297150.0]"
21/07/2020,00001 CLIENTE CONTADO,"['NATURINAS pasitas ', 'MIJAO SEEDS Merey  CON/SIN sal ', 'ALTAGUA Coco rallado ']","[1, 1, 1]","[328950.0, 1537650.0, 1537650.0]"
21/07/2020,00001 CLIENTE CONTADO,"['POLAR Mavesa 500g ', 'PUIG Saltines 250g ', 'ST MORITZ Choco Leche Sin Azucar 100g ']","[2, 1, 2]","[420578.48, 249384.24, 657900.0]"
21/07/2020,00001 CLIENTE CONTADO,"['BIMBO pan para perros calientes ', 'PREMIUM guacamole CARBONERO 397G ', 'PREMIUM guacamole OREGANO 397g ', 'PREMIUM guacamole ORIGINAL 397G ', 'PREMIUM guacamole FIESTA 397g ', 'PREMIUM guacamole FIESTA 397g ', 'CACAO 3 Brownie REESES / NUECES ']","[1, 1, 1, 1, 1, 1, 1]","[479900.0, 1976250.0, 1976250.0, 1976250.0, 1976250.0, 1976250.0, 747150.0]"
21/07/2020,00001 CLIENTE CONTADO,"['BERRY TASTY Acai ', 'GATORADE Tropical 500ml ', 'GATORADE Mandarina 500ml ']","[1, 4, 5]","[2636700.0, 185691.9, 185691.9]"
21/07/2020,00001 CLIENTE CONTADO,"['PLUMROSE Salchicha Wieners LARGA 12unid ', 'PHILADELPHIA Original BARRA 8oz ', 'PARNTS CHOICE Blueberry Rice Ruks 50g ', 'PEDIA SURE Vanilla 8oz 237ml ', 'PEDIA SURE Fresa 8oz 237ml ', 'PEDIA SURE Chocolate 8oz 237ml ', 'KIT KAT Milk Chocolate 1.5oz 42g ', 'REESES Milk Choco 2 Peanut B C 1.53kg ', 'NUTELLA 950 g ', 'TRUVIA 400 PACKETS  CAJA ', 'PRINGLES 48 snack Potato chips 960g ', 'PEDIASURE Optigro Plus Vanillla 237ml ']","[10, 10, 1, 52, 2, 25, 12, 1, 2, 5, 1, 24]","[842800.0, 1055950.0, 1055950.0, 842800.0, 634550.0, 844760.0, 422380.0, 15204700.0, 2533300.0, 7391650.0, 5279750.0, 879750.0]"
21/07/2020,00001 CLIENTE CONTADO,"['LA TOURANGELLE Refined Coconut oil 444ml ', 'BARILLA Penne rigate n.73 500g ', 'BARILLA Penne rigate n.73 500g ', 'BARILLA Penne rigate n.73 500g ', 'BARILLA Penne rigate n.73 500g ']","[1, 1, 1, 1, 1]","[3955050.0, 438600.0, 438600.0, 438600.0, 438600.0]"
21/07/2020,00001 CLIENTE CONTADO,"['BIMBO Pan Artesano 500g ', 'LAS TIAS Tequeños Queso Guayaba 16 unid ', 'PLUMROSE Salchichas Wieners 12 salchi ', 'VEGA SOTUELAMOS Q. Oveja Trufado ', 'ECO PAN BATATA  Varios ', 'CACAO 3 Big Slice ', 'ST MORITZ Flaquito Avell. UNIDAD ']","[1, 1, 1, 1, 2, 1, 2]","[570200.0, 1978800.0, 657900.0, 2419950.0, 765000.0, 1759500.0, 109905.0]"
21/07/2020,00001 CLIENTE CONTADO,"['LA NATERA crema de leche 450g ', 'HISPASUR aceite oliva extra virgen 1LT ', 'NATURINAS Mantequilla de Almendras 190g ', 'POP YOUR FITNESS mousse ', 'MUNCHIES FIT GALLETAS/ALFAJORES ']","[1, 1, 1, 1, 1]","[395250.0, 2856000.0, 1537650.0, 1318350.0, 1099050.0]"
21/07/2020,00001 CLIENTE CONTADO,"['EL ENCANTO tequeño nutella ', 'NATURINAS pasitas ', 'CHOC ZERO Chocoltate Syrup 12oz 340g ', 'TUNATUN  atun solido 140g ']","[1, 1, 1, 1]","[1976250.0, 328950.0, 2856000.0, 290700.0]"
21/07/2020,00001 CLIENTE CONTADO,"['DAVES BREAD good seed 581g ', 'MORNING Star Veggie chicken nuggets 298g ', 'PHILADELPHIA Original BARRA 8oz ', 'GULLON sugar free MARIA BISCUITS ', 'SRIRACHA HOT Chili Sauce 28oz 740ml ', 'DODONI Crumbled Feta Cheese 142g ', 'GOUDA CHEESE Dutch Tradition ', 'LES AMIS DE salsa cafe de paris 8 oz ']","[1, 1, 1, 1, 1, 1, 1, 1]","[3735750.0, 2417400.0, 1537650.0, 1756950.0, 1976250.0, 1099050.0, 5936400.0, 1537650.0]"
21/07/2020,00001 CLIENTE CONTADO,['BEN Y JERRYS Choco Fudge Brownie 473ml '],[1],[2856000.0]
21/07/2020,00001 CLIENTE CONTADO,"['VGAN FRUIT Cookies Cream 500ml ', 'VGAN FRUIT merengue de limon 500ml ', 'VGAN FRUIT guanabana 500ML ', 'VGAN FRUIT Frutos del Bosque 500ml ', 'VGAN FRUIT Choco Bitter 500ml ']","[2, 1, 1, 1, 1]","[1537650.0, 1537650.0, 1537650.0, 1537650.0, 1537650.0]"
21/07/2020,00001 CLIENTE CONTADO,"['MILKA caramel 20g ', 'KLONDIKE Oreo 4.5oz ']","[1, 3]","[657900.0, 657900.0]"
21/07/2020,00001 CLIENTE CONTADO,"['KINDER JOY Treat + Toy ', 'LAS TIAS Tequeños Mini Queso 25 UNID ', 'MUNCHIES FIT Tortas Varias ', 'ELIGE SALUDABLE Marquesa Choco Choco ']","[2, 1, 1, 1]","[660450.0, 1978800.0, 1756950.0, 1318350.0]"
21/07/2020,00001 CLIENTE CONTADO,"['LAKANTO Pancake & Waffle mix 454G ', 'HAAGEN DAZS Individual ', 'TALENTI caramel cookie crunh ', 'LAS TIAS Tequeños de Queso 16 unid ']","[1, 2, 1, 1]","[5273400.0, 660450.0, 2198100.0, 1978800.0]"
21/07/2020,00001 CLIENTE CONTADO,"['MEGA FISH pulpo X KILO ', 'FINCA kale 200g ', 'FINCA DOS AGUAS Pepinillos tiernos 600g ', 'MONSERRATINA Butifarra Blanca ', 'MONSERRATINA Chorizo Carupanero ', 'ROS KETO Seeds Bread ', 'BIRCH BENDERS pancake y waffle KETO 283g ', 'POP YOUR FITNESS mousse ', 'TALOKOHC Cafe Lara 75 chocolate ']","[2.25, 1, 2, 1, 1, 1, 1, 4, 3]","[3516450.0, 278571.43, 568103.45, 548250.0, 923380.0, 4834800.0, 3516450.0, 1318350.0, 657900.0]"
21/07/2020,00001 CLIENTE CONTADO,['TEMPEH garbanzo 250g '],[1],[1978800.0]
21/07/2020,00001 CLIENTE CONTADO,"['HENRI MOR Reserva Familia 500ml ', 'CACAO 3 Sanduchito GALLETAS / BROWNIE ']","[1, 1]","[3297150.0, 879750.0]"
